經度緯度,經度,緯度,經度緯度
24.6106122.2151,24.6106,122.2151,24.6106122.2151
25.256122.4267,25.256,122.4267,25.256122.4267
21.8463119.1255,21.8463,119.1255,21.8463119.1255
24.9609121.7395,24.9609,121.7395,24.9609121.7395
24.5958122.2438,24.5958,122.2438,24.5958122.2438
24.6378122.1155,24.6378,122.1155,24.6378122.1155
25.4189122.6544,25.4189,122.6544,25.4189122.6544
25.1699504852295122.364753723145,25.1699504852295,122.364753723145,25.1699504852295122.364753723145
24.9253121.7583,24.9253,121.7583,24.9253121.7583
24.9367121.733,24.9367,121.733,24.9367121.733
24.9076366424561122.334945678711,24.9076366424561,122.334945678711,24.9076366424561122.334945678711
24.8495122.029,24.8495,122.029,24.8495122.029
24.8407122.0527,24.8407,122.0527,24.8407122.0527
22.043119.3201,22.043,119.3201,22.043119.3201
24.8389121.7496,24.8389,121.7496,24.8389121.7496
24.941121.7143,24.941,121.7143,24.941121.7143
24.9795121.7221,24.9795,121.7221,24.9795121.7221
25.0004121.7044,25.0004,121.7044,25.0004121.7044
21.9102119.2991,21.9102,119.2991,21.9102119.2991
22.8117980957031122.71509552002,22.8117980957031,122.71509552002,22.8117980957031122.71509552002
24.9287872314453122.285835266113,24.9287872314453,122.285835266113,24.9287872314453122.285835266113
24.9809121.761,24.9809,121.761,24.9809121.761
24.9792121.7072,24.9792,121.7072,24.9792121.7072
24.9822121.73,24.9822,121.73,24.9822121.73
24.979121.7483,24.979,121.7483,24.979121.7483
25.2857704162598122.641143798828,25.2857704162598,122.641143798828,25.2857704162598122.641143798828
25.1844730377197122.570915222168,25.1844730377197,122.570915222168,25.1844730377197122.570915222168
24.9781121.7076,24.9781,121.7076,24.9781121.7076
24.9813121.6684,24.9813,121.6684,24.9813121.6684
25.0157121.6915,25.0157,121.6915,25.0157121.6915
25.0244121.6849,25.0244,121.6849,25.0244121.6849
24.997121.6744,24.997,121.6744,24.997121.6744
24.9736121.6717,24.9736,121.6717,24.9736121.6717
24.9724121.7619,24.9724,121.7619,24.9724121.7619
23.0297121.9323,23.0297,121.9323,23.0297121.9323
24.8389122.3697,24.8389,122.3697,24.8389122.3697
22.0699596405029118.070190429688,22.0699596405029,118.070190429688,22.0699596405029118.070190429688
24.9713121.7063,24.9713,121.7063,24.9713121.7063
24.8435122.279,24.8435,122.279,24.8435122.279
24.7856122.2261,24.7856,122.2261,24.7856122.2261
24.7796122.2454,24.7796,122.2454,24.7796122.2454
24.7937122.1749,24.7937,122.1749,24.7937122.1749
25.0194121.6762,25.0194,121.6762,25.0194121.6762
22.008119.3294,22.008,119.3294,22.008119.3294
21.9484119.146,21.9484,119.146,21.9484119.146
21.9401119.1005,21.9401,119.1005,21.9401119.1005
24.9931121.7164,24.9931,121.7164,24.9931121.7164
21.878119.1798,21.878,119.1798,21.878119.1798
21.9158119.2304,21.9158,119.2304,21.9158119.2304
21.8937119.1936,21.8937,119.1936,21.8937119.1936
25.0059121.7231,25.0059,121.7231,25.0059121.7231
25.0202121.6676,25.0202,121.6676,25.0202121.6676
25.013121.7036,25.013,121.7036,25.013121.7036
24.6474122.2629,24.6474,122.2629,24.6474122.2629
24.636122.2855,24.636,122.2855,24.636122.2855
21.9891119.3527,21.9891,119.3527,21.9891119.3527
25.5798122.5227,25.5798,122.5227,25.5798122.5227
25.0398121.6785,25.0398,121.6785,25.0398121.6785
25.0499121.654,25.0499,121.654,25.0499121.654
25.0525121.6569,25.0525,121.6569,25.0525121.6569
25.0222121.6661,25.0222,121.6661,25.0222121.6661
25.0553121.6437,25.0553,121.6437,25.0553121.6437
25.0508121.6103,25.0508,121.6103,25.0508121.6103
25.4094676971436122.398147583008,25.4094676971436,122.398147583008,25.4094676971436122.398147583008
22.0229119.2891,22.0229,119.2891,22.0229119.2891
25.0585121.6417,25.0585,121.6417,25.0585121.6417
22.0192119.279,22.0192,119.279,22.0192119.279
25.0504121.6501,25.0504,121.6501,25.0504121.6501
25.0558121.6112,25.0558,121.6112,25.0558121.6112
21.7132930755615118.036445617676,21.7132930755615,118.036445617676,21.7132930755615118.036445617676
21.8519119.1502,21.8519,119.1502,21.8519119.1502
22.534121.1992,22.534,121.1992,22.534121.1992
22.0161119.2547,22.0161,119.2547,22.0161119.2547
22.0387119.3633,22.0387,119.3633,22.0387119.3633
22.4903121.2039,22.4903,121.2039,22.4903121.2039
22.4741121.176,22.4741,121.176,22.4741121.176
21.8819119.2176,21.8819,119.2176,21.8819119.2176
21.9135119.2343,21.9135,119.2343,21.9135119.2343
22.492121.1904,22.492,121.1904,22.492121.1904
22.0122119.2383,22.0122,119.2383,22.0122119.2383
22.5026121.1559,22.5026,121.1559,22.5026121.1559
22.4926121.1522,22.4926,121.1522,22.4926121.1522
22.0125119.3158,22.0125,119.3158,22.0125119.3158
22.5498121.158,22.5498,121.158,22.5498121.158
22.0211119.3109,22.0211,119.3109,22.0211119.3109
21.9623119.1819,21.9623,119.1819,21.9623119.1819
21.9758119.1791,21.9758,119.1791,21.9758119.1791
22.5092121.0636,22.5092,121.0636,22.5092121.0636
22.039119.31,22.039,119.31,22.039119.31
22.1029119.3281,22.1029,119.3281,22.1029119.3281
22.1546119.3754,22.1546,119.3754,22.1546119.3754
22.1443119.2955,22.1443,119.2955,22.1443119.2955
22.1484119.4003,22.1484,119.4003,22.1484119.4003
22.1428119.4134,22.1428,119.4134,22.1428119.4134
22.1257119.2739,22.1257,119.2739,22.1257119.2739
22.1861119.4366,22.1861,119.4366,22.1861119.4366
22.0242119.2444,22.0242,119.2444,22.0242119.2444
22.1344119.36,22.1344,119.36,22.1344119.36
22.1498119.374,22.1498,119.374,22.1498119.374
22.1488119.4451,22.1488,119.4451,22.1488119.4451
22.1512119.2956,22.1512,119.2956,22.1512119.2956
22.2538119.4174,22.2538,119.4174,22.2538119.4174
22.0141119.2225,22.0141,119.2225,22.0141119.2225
23.3587121.9868,23.3587,121.9868,23.3587121.9868
23.3793121.9811,23.3793,121.9811,23.3793121.9811
23.3441121.9707,23.3441,121.9707,23.3441121.9707
23.3037121.8627,23.3037,121.8627,23.3037121.8627
23.3578121.9195,23.3578,121.9195,23.3578121.9195
23.3417121.8939,23.3417,121.8939,23.3417121.8939
23.3241121.9141,23.3241,121.9141,23.3241121.9141
22.0566119.24,22.0566,119.24,22.0566119.24
23.3204121.889,23.3204,121.889,23.3204121.889
23.4395656585693122.133987426758,23.4395656585693,122.133987426758,23.4395656585693122.133987426758
23.5784778594971121.984161376953,23.5784778594971,121.984161376953,23.5784778594971121.984161376953
22.0884119.2401,22.0884,119.2401,22.0884119.2401
23.3067035675049122.337692260742,23.3067035675049,122.337692260742,23.3067035675049122.337692260742
23.4258121.912,23.4258,121.912,23.4258121.912
23.408121.8985,23.408,121.8985,23.408121.8985
22.0665119.4336,22.0665,119.4336,22.0665119.4336
22.0579119.4268,22.0579,119.4268,22.0579119.4268
22.1293119.2866,22.1293,119.2866,22.1293119.2866
22.1365119.3501,22.1365,119.3501,22.1365119.3501
21.8483119.8089,21.8483,119.8089,21.8483119.8089
21.7863119.6667,21.7863,119.6667,21.7863119.6667
21.6976119.5338,21.6976,119.5338,21.6976119.5338
21.6998119.3139,21.6998,119.3139,21.6998119.3139
22.2672119.4976,22.2672,119.4976,22.2672119.4976
22.246119.4187,22.246,119.4187,22.246119.4187
22.2296119.4972,22.2296,119.4972,22.2296119.4972
22.298119.4657,22.298,119.4657,22.298119.4657
21.8919119.442,21.8919,119.442,21.8919119.442
21.927119.5175,21.927,119.5175,21.927119.5175
21.9231119.5314,21.9231,119.5314,21.9231119.5314
21.89119.1543,21.89,119.1543,21.89119.1543
21.9043119.1381,21.9043,119.1381,21.9043119.1381
21.8797119.1156,21.8797,119.1156,21.8797119.1156
23.2587121.1189,23.2587,121.1189,23.2587121.1189
22.1583119.2795,22.1583,119.2795,22.1583119.2795
22.1927119.4072,22.1927,119.4072,22.1927119.4072
22.163119.3365,22.163,119.3365,22.163119.3365
22.1649119.3755,22.1649,119.3755,22.1649119.3755
22.1732119.3217,22.1732,119.3217,22.1732119.3217
22.1804119.3706,22.1804,119.3706,22.1804119.3706
22.1862119.3867,22.1862,119.3867,22.1862119.3867
23.2652893066406120.689361572266,23.2652893066406,120.689361572266,23.2652893066406120.689361572266
23.7664120.828,23.7664,120.828,23.7664120.828
23.2924880981445120.668914794922,23.2924880981445,120.668914794922,23.2924880981445120.668914794922
23.2877655029297120.691261291504,23.2877655029297,120.691261291504,23.2877655029297120.691261291504
23.3854120.81,23.3854,120.81,23.3854120.81
23.2431354522705120.739082336426,23.2431354522705,120.739082336426,23.2431354522705120.739082336426
23.5996120.7895,23.5996,120.7895,23.5996120.7895
23.3273677825928120.696311950684,23.3273677825928,120.696311950684,23.3273677825928120.696311950684
23.3362121582031120.674583435059,23.3362121582031,120.674583435059,23.3362121582031120.674583435059
23.7502120.8325,23.7502,120.8325,23.7502120.8325
23.7377120.8279,23.7377,120.8279,23.7377120.8279
23.290319442749120.616607666016,23.290319442749,120.616607666016,23.290319442749120.616607666016
23.2820434570312120.630813598633,23.2820434570312,120.630813598633,23.2820434570312120.630813598633
23.3586883544922120.680755615234,23.3586883544922,120.680755615234,23.3586883544922120.680755615234
23.765120.8122,23.765,120.8122,23.765120.8122
23.7491120.8128,23.7491,120.8128,23.7491120.8128
23.7413120.8046,23.7413,120.8046,23.7413120.8046
23.7545120.8633,23.7545,120.8633,23.7545120.8633
23.2855472564697120.615005493164,23.2855472564697,120.615005493164,23.2855472564697120.615005493164
23.2651596069336120.637725830078,23.2651596069336,120.637725830078,23.2651596069336120.637725830078
23.3450546264648120.595237731934,23.3450546264648,120.595237731934,23.3450546264648120.595237731934
23.7586120.8622,23.7586,120.8622,23.7586120.8622
23.7528120.7704,23.7528,120.7704,23.7528120.7704
23.7615120.795,23.7615,120.795,23.7615120.795
23.7674120.7907,23.7674,120.7907,23.7674120.7907
23.7457120.7784,23.7457,120.7784,23.7457120.7784
23.7535120.7879,23.7535,120.7879,23.7535120.7879
23.7653120.7851,23.7653,120.7851,23.7653120.7851
23.5805225372314120.803726196289,23.5805225372314,120.803726196289,23.5805225372314120.803726196289
23.3682120.7764,23.3682,120.7764,23.3682120.7764
23.7742120.7857,23.7742,120.7857,23.7742120.7857
23.7612120.7853,23.7612,120.7853,23.7612120.7853
23.7496120.7807,23.7496,120.7807,23.7496120.7807
23.7338120.847,23.7338,120.847,23.7338120.847
23.6146068572998120.780570983887,23.6146068572998,120.780570983887,23.6146068572998120.780570983887
23.7566120.8593,23.7566,120.8593,23.7566120.8593
23.6668243408203120.651481628418,23.6668243408203,120.651481628418,23.6668243408203120.651481628418
23.7547120.8304,23.7547,120.8304,23.7547120.8304
23.7497120.8318,23.7497,120.8318,23.7497120.8318
23.7635120.8502,23.7635,120.8502,23.7635120.8502
23.7649120.7805,23.7649,120.7805,23.7649120.7805
23.3139686584473120.595558166504,23.3139686584473,120.595558166504,23.3139686584473120.595558166504
23.6019306182861120.770301818848,23.6019306182861,120.770301818848,23.6019306182861120.770301818848
23.762120.7863,23.762,120.7863,23.762120.7863
23.7632120.8641,23.7632,120.8641,23.7632120.8641
23.7388120.8013,23.7388,120.8013,23.7388120.8013
23.7373120.7563,23.7373,120.7563,23.7373120.7563
23.7565120.7634,23.7565,120.7634,23.7565120.7634
23.7648120.7761,23.7648,120.7761,23.7648120.7761
23.7451120.7723,23.7451,120.7723,23.7451120.7723
23.7651120.8406,23.7651,120.8406,23.7651120.8406
23.7449120.8252,23.7449,120.8252,23.7449120.8252
23.7621120.8273,23.7621,120.8273,23.7621120.8273
24.4666120.9247,24.4666,120.9247,24.4666120.9247
23.7551120.8171,23.7551,120.8171,23.7551120.8171
23.7318120.7953,23.7318,120.7953,23.7318120.7953
23.736120.7551,23.736,120.7551,23.736120.7551
23.7497120.7732,23.7497,120.7732,23.7497120.7732
23.2133120.747,23.2133,120.747,23.2133120.747
22.910026550293120.576141357422,22.910026550293,120.576141357422,22.910026550293120.576141357422
23.1933120.6769,23.1933,120.6769,23.1933120.6769
23.7632120.8641,23.7632,120.8641,23.7632120.8641
23.1871120.6579,23.1871,120.6579,23.1871120.6579
23.5114574432373120.549354553223,23.5114574432373,120.549354553223,23.5114574432373120.549354553223
23.7462120.8569,23.7462,120.8569,23.7462120.8569
23.4116120.7056,23.4116,120.7056,23.4116120.7056
23.3029120.6428,23.3029,120.6428,23.3029120.6428
23.7523120.8593,23.7523,120.8593,23.7523120.8593
23.5372714996338120.515243530273,23.5372714996338,120.515243530273,23.5372714996338120.515243530273
23.5378723144531120.52416229248,23.5378723144531,120.52416229248,23.5378723144531120.52416229248
23.7512120.8011,23.7512,120.8011,23.7512120.8011
23.7676120.8224,23.7676,120.8224,23.7676120.8224
23.6653327941895120.737663269043,23.6653327941895,120.737663269043,23.6653327941895120.737663269043
23.7651120.8024,23.7651,120.8024,23.7651120.8024
23.4949120.5755,23.4949,120.5755,23.4949120.5755
23.6324120.693,23.6324,120.693,23.6324120.693
23.5203437805176120.587059020996,23.5203437805176,120.587059020996,23.5203437805176120.587059020996
23.5578594207764120.46794128418,23.5578594207764,120.46794128418,23.5578594207764120.46794128418
23.2947120.6187,23.2947,120.6187,23.2947120.6187
23.852120.7783,23.852,120.7783,23.852120.7783
23.7386120.8474,23.7386,120.8474,23.7386120.8474
23.5412693023682120.494346618652,23.5412693023682,120.494346618652,23.5412693023682120.494346618652
23.6732120.7066,23.6732,120.7066,23.6732120.7066
23.6219120.6938,23.6219,120.6938,23.6219120.6938
23.856120.8001,23.856,120.8001,23.856120.8001
23.8572120.7834,23.8572,120.7834,23.8572120.7834
23.6291179656982120.776443481445,23.6291179656982,120.776443481445,23.6291179656982120.776443481445
23.5643711090088120.472389221191,23.5643711090088,120.472389221191,23.5643711090088120.472389221191
23.8615120.8032,23.8615,120.8032,23.8615120.8032
23.8633120.7895,23.8633,120.7895,23.8633120.7895
23.7941120.7985,23.7941,120.7985,23.7941120.7985
23.7848120.7804,23.7848,120.7804,23.7848120.7804
23.8689120.806,23.8689,120.806,23.8689120.806
23.8701120.799,23.8701,120.799,23.8701120.799
23.87120.7864,23.87,120.7864,23.87120.7864
23.5453338623047120.519401550293,23.5453338623047,120.519401550293,23.5453338623047120.519401550293
23.8713120.7953,23.8713,120.7953,23.8713120.7953
23.8729120.787,23.8729,120.787,23.8729120.787
23.7227120.6931,23.7227,120.6931,23.7227120.6931
23.8697120.8022,23.8697,120.8022,23.8697120.8022
23.7033120.8044,23.7033,120.8044,23.7033120.8044
23.7817120.8206,23.7817,120.8206,23.7817120.8206
23.7877120.8282,23.7877,120.8282,23.7877120.8282
23.8756120.7912,23.8756,120.7912,23.8756120.7912
23.7065120.8076,23.7065,120.8076,23.7065120.8076
23.6884120.7953,23.6884,120.7953,23.6884120.7953
23.3401120.7521,23.3401,120.7521,23.3401120.7521
23.7314120.8118,23.7314,120.8118,23.7314120.8118
23.5557670593262120.538208007812,23.5557670593262,120.538208007812,23.5557670593262120.538208007812
23.8722120.8029,23.8722,120.8029,23.8722120.8029
23.718120.8136,23.718,120.8136,23.718120.8136
23.8784120.8008,23.8784,120.8008,23.8784120.8008
23.8804120.7857,23.8804,120.7857,23.8804120.7857
23.7426120.7519,23.7426,120.7519,23.7426120.7519
23.6379699707031120.571624755859,23.6379699707031,120.571624755859,23.6379699707031120.571624755859
23.7214120.8029,23.7214,120.8029,23.7214120.8029
23.7191120.8006,23.7191,120.8006,23.7191120.8006
23.7365120.8145,23.7365,120.8145,23.7365120.8145
23.7496120.8565,23.7496,120.8565,23.7496120.8565
23.7365120.8502,23.7365,120.8502,23.7365120.8502
23.7397120.8043,23.7397,120.8043,23.7397120.8043
23.6061763763428120.719917297363,23.6061763763428,120.719917297363,23.6061763763428120.719917297363
23.7091120.7526,23.7091,120.7526,23.7091120.7526
23.7048120.7852,23.7048,120.7852,23.7048120.7852
23.5970878601074120.681739807129,23.5970878601074,120.681739807129,23.5970878601074120.681739807129
23.5917644500732120.777931213379,23.5917644500732,120.777931213379,23.5917644500732120.777931213379
23.6276120.7769,23.6276,120.7769,23.6276120.7769
23.6167120.7751,23.6167,120.7751,23.6167120.7751
23.6702120.7114,23.6702,120.7114,23.6702120.7114
23.7193120.7129,23.7193,120.7129,23.7193120.7129
23.6889120.7409,23.6889,120.7409,23.6889120.7409
24.2684120.8688,24.2684,120.8688,24.2684120.8688
24.3539237976074120.800857543945,24.3539237976074,120.800857543945,24.3539237976074120.800857543945
23.6952877044678120.597328186035,23.6952877044678,120.597328186035,23.6952877044678120.597328186035
23.7113120.782,23.7113,120.782,23.7113120.782
24.2938120.8723,24.2938,120.8723,24.2938120.8723
24.3069120.8714,24.3069,120.8714,24.3069120.8714
24.2848120.8667,24.2848,120.8667,24.2848120.8667
24.2762120.8363,24.2762,120.8363,24.2762120.8363
24.3024120.8321,24.3024,120.8321,24.3024120.8321
24.2771120.8695,24.2771,120.8695,24.2771120.8695
23.7218120.7816,23.7218,120.7816,23.7218120.7816
23.7355937957764120.539726257324,23.7355937957764,120.539726257324,23.7355937957764120.539726257324
24.3101120.8677,24.3101,120.8677,24.3101120.8677
23.7172120.8072,23.7172,120.8072,23.7172120.8072
23.7229120.7406,23.7229,120.7406,23.7229120.7406
23.6838120.725,23.6838,120.725,23.6838120.725
23.6946120.7418,23.6946,120.7418,23.6946120.7418
23.7869120.8117,23.7869,120.8117,23.7869120.8117
23.6882120.7429,23.6882,120.7429,23.6882120.7429
23.6631120.7375,23.6631,120.7375,23.6631120.7375
23.6317120.7261,23.6317,120.7261,23.6317120.7261
23.6779120.7584,23.6779,120.7584,23.6779120.7584
23.6812120.722,23.6812,120.722,23.6812120.722
23.6683120.7279,23.6683,120.7279,23.6683120.7279
23.6944120.7229,23.6944,120.7229,23.6944120.7229
23.7845120.7797,23.7845,120.7797,23.7845120.7797
22.1273120.4029,22.1273,120.4029,22.1273120.4029
23.933121.0308,23.933,121.0308,23.933121.0308
23.9735121.0294,23.9735,121.0294,23.9735121.0294
23.9501121.0267,23.9501,121.0267,23.9501121.0267
24.4273121.7408,24.4273,121.7408,24.4273121.7408
24.6429121.9278,24.6429,121.9278,24.6429121.9278
24.6544121.936,24.6544,121.936,24.6544121.936
24.708121.9933,24.708,121.9933,24.708121.9933
24.7932122.0793,24.7932,122.0793,24.7932122.0793
24.7619122.0222,24.7619,122.0222,24.7619122.0222
24.7955122.0563,24.7955,122.0563,24.7955122.0563
24.7425121.9724,24.7425,121.9724,24.7425121.9724
24.8288122.0818,24.8288,122.0818,24.8288122.0818
24.7124121.9634,24.7124,121.9634,24.7124121.9634
24.7302121.976,24.7302,121.976,24.7302121.976
24.7253121.9654,24.7253,121.9654,24.7253121.9654
24.8619122.0849,24.8619,122.0849,24.8619122.0849
24.8409122.0345,24.8409,122.0345,24.8409122.0345
24.7478121.9891,24.7478,121.9891,24.7478121.9891
24.8115122.0088,24.8115,122.0088,24.8115122.0088
